IVW: iShares S&P 500 Growth ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	19832611
Shares Outstanding: 127400000
Expense Ratio: 0.18%
Tracks This Index: S&P 500/Citigroup Growth Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IVW


Holding,Symbol,Weighting
United Rentals Inc,URI,0.1055%
Parker-Hannifin Corp,PH,0.1035%
Yum! Brands Inc,YUM,0.101%
Northern Trust Corp,NTRS,0.1008%
Royal Caribbean Cruises Ltd,RCL,0.1005%
Cboe Global Markets Inc,CBOE,0.1002%
Dollar General Corp,DG,0.0991%
O'Reilly Automotive Inc,ORLY,0.0967%
Carnival Corp,CCL,0.0953%
Cadence Design Systems Inc,CDNS,0.0945%
Extra Space Storage Inc,EXR,0.0944%
Cooper Companies Inc,COO,0.0933%
Harris Corp,HRS,0.0924%
Hologic Inc,HOLX,0.0917%
Gartner Inc,IT,0.0915%
FMC Corp,FMC,0.0908%
Wyndham Worldwide Corp,WYN,0.0907%
Cash Component,CASH,0.0905%
Incyte Corp,INCY,0.0902%
Norwegian Cruise Line Holdings Ltd,NCLH,0.0896%
Dr Pepper Snapple Group Inc,DPS,0.0859%
Laboratory Corporation of America Holdings,LH,0.0857%
Xilinx Inc,XLNX,0.0853%
Verisign Inc,VRSN,0.0834%
Michael Kors Holdings Ltd,KORS,0.0833%
Ulta Beauty Inc,ULTA,0.083%
Verisk Analytics Inc,VRSK,0.0822%
AvalonBay Communities Inc,AVB,0.0815%
American Airlines Group Inc,AAL,0.0803%
Brown-Forman Corp,BF.B,0.0787%
Qorvo Inc,QRVO,0.0782%
Avery Dennison Corp,AVY,0.0763%
Hilton Worldwide Holdings Inc,HLT,0.0755%
Ingersoll-Rand PLC,IR,0.0755%
Mohawk Industries Inc,MHK,0.0736%
A. O. Smith Corp,AOS,0.0734%
IPG Photonics Corp,IPGP,0.0727%
Lennar Corp,LEN,0.0725%
Xylem Inc,XYL,0.0717%
Clorox Co,CLX,0.0715%
American Water Works Company Inc,AWK,0.0709%
General Mills Inc,GIS,0.0704%
WEC Energy Group Inc,WEC,0.0703%
Fortune Brands Home & Security Inc,FBHS,0.0694%
Comerica Inc,CMA,0.0691%
Expedia Group Inc,EXPE,0.0691%
IQVIA Holdings Inc,IQV,0.0685%
Boston Properties Inc,BXP,0.0683%
Essex Property Trust Inc,ESS,0.0679%
Willis Towers Watson PLC,WLTW,0.0678%
PulteGroup Inc,PHM,0.0675%
Equifax Inc,EFX,0.0666%
Take-Two Interactive Software Inc,TTWO,0.066%
Fastenal Co,FAST,0.0657%
Vornado Realty Trust,VNO,0.065%
Masco Corp,MAS,0.065%
Autozone Inc,AZO,0.0648%
Dover Corp,DOV,0.0646%
Symantec Corp,SYMC,0.0646%
Vulcan Materials Co,VMC,0.0643%
CBS Corp,CBS,0.0642%
Citrix Systems Inc,CTXS,0.063%
Huntington Ingalls Industries Inc,HII,0.0596%
Principal Financial Group Inc,PFG,0.0591%
Alexandria Real Estate Equities Inc,ARE,0.059%
MGM Resorts International,MGM,0.0582%
Hershey Co,HSY,0.0575%
Darden Restaurants Inc,DRI,0.0567%
Packaging Corp of America,PKG,0.0562%
Republic Services Inc,RSG,0.0562%
International Flavors & Fragrances Inc,IFF,0.0558%
Albemarle Corp,ALB,0.0541%
UDR Inc,UDR,0.0537%
BorgWarner Inc,BWA,0.0535%
Arthur J Gallagher & Co,AJG,0.0529%
FirstEnergy Corp,FE,0.052%
Expeditors International of Washington Inc,EXPD,0.051%
McCormick & Company Inc,MKC,0.0509%
Church & Dwight Co Inc,CHD,0.0501%
F5 Networks Inc,FFIV,0.049%
Alliance Data Systems Corp,ADS,0.0486%
Carmax Inc,KMX,0.0473%
J B Hunt Transport Services Inc,JBHT,0.0464%
Varian Medical Systems Inc,VAR,0.0463%
LKQ Corp,LKQ,0.0455%
Raymond James Financial Inc,RJF,0.0455%
Kansas City Southern,KSU,0.0438%
Tapestry Inc,TPR,0.0435%
Hasbro Inc,HAS,0.0434%
Martin Marietta Materials Inc,MLM,0.043%
FLIR Systems Inc,FLIR,0.0429%
Kellogg Co,K,0.0429%
PerkinElmer Inc,PKI,0.0417%
Cabot Oil & Gas Corp,COG,0.0416%
NRG Energy Inc,NRG,0.0415%
Nasdaq Inc,NDAQ,0.0407%
Akamai Technologies Inc,AKAM,0.0405%
GGP Inc,GGP,0.0402%
Hess Corp,HES,0.0392%
Allegion PLC,ALLE,0.0386%
Robert Half International Inc,RHI,0.0373%
Iron Mountain Inc,IRM,0.0358%
Tiffany & Co,TIF,0.0353%
Affiliated Managers Group Inc,AMG,0.0331%
Federal Realty Investment Trust,FRT,0.0327%
CF Industries Holdings Inc,CF,0.0326%
Chipotle Mexican Grill Inc,CMG,0.0325%
Torchmark Corp,TMK,0.0305%
Perrigo Company PLC,PRGO,0.0304%
H & R Block Inc,HRB,0.0299%
Western Union Co,WU,0.0289%
Tractor Supply Co,TSCO,0.028%
Garmin Ltd,GRMN,0.0279%
Advanced Micro Devices Inc,AMD,0.0258%
Cimarex Energy Co,XEC,0.0253%
Sealed Air Corp,SEE,0.0236%
Apartment Investment and Management Co,AIV,0.0235%
HanesBrands Inc,HBI,0.0213%
TripAdvisor Inc,TRIP,0.0128%
Mattel Inc,MAT,0.0112%
