_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
CHDXCH 2 1/2 03/20/21,,,,"5,365.20","-6,868.77","-7,080.61","-331,963.91","-30,134,373.45",,CHENGDU XINGCHENG INV,271.00,"30,124,957.39",,,,,1.15,0.87,,,"27,100,000.00",0.00,,"1,000.00",Bonds,CHDXCH 2 1/2 03/20/21,,,,,,,,,,,"222,159.00",ACTHG003,BOND,EUR,"27,100,000.00",95.00,,70066279,/1/11455/11457/11460/17097/18035/21138/21139/21156
LODHA 12 03/13/20,,,,"18,742.15","-3,884.40","-4,223.17","-663,378.70","-32,651,966.67",,LODHA DEVELOPERS INTL LT,"35,000.00","32,651,966.67",,,,,1.00,1.00,,,"35,000,000.00",0.00,,10.00,Bonds,LODHA 12 03/13/20,,,,,,,,,,,"202,894.00",ACTHG003,BOND,USD,"35,000,000.00",91.96,,69811300,/1/11455/11457/11460/17097/23116/23156/27636
XIN 9 7/8 03/19/20,,,,"4,560.67","-1,139.83","-1,230.91","-164,330.97","-9,297,650.00",,XINYUAN REAL ESTATE,"10,000.00","9,297,650.00",,,,,1.00,1.00,,,"10,000,000.00",0.00,,10.00,Bonds,XIN 9 7/8 03/19/20,,,,,,,,,,,"221,573.00",ACTHG003,BOND,USD,"10,000,000.00",91.99,,70062122,/1/11455/11457/11460/17097/23116/23156/27636
CHGRAU 8 3/4 12/29/49,,,,"4,261.66","-20,591.02","-21,194.00","-1,190,797.22","-20,269,444.44",,BAOXIN AUTO FINANCE I LT,"20,000.00","20,269,444.44",,,,,1.00,1.00,,,"20,000,000.00",0.00,,10.00,Bonds,CHGRAU 8 3/4 12/29/49,,,,,,,,,,,"250,557.00",ACTHG003,BOND,USD,"20,000,000.00",98.19,,69296211,/1/11455/11457/11460/17097/23116/23156/27636
REDPRO 11 08/29/20,,,,"6,591.66","-3,205.84","-3,374.45","-300,006.79","-19,968,611.11",,REDCO PROPERTIES GROUP,"20,000.00","19,968,611.11",,,,,1.00,1.00,,,"20,000,000.00",0.00,,10.00,Bonds,REDPRO 11 08/29/20,,,,,,,,,,,"261,299.00",ACTHG003,BOND,USD,"20,000,000.00",98.16,,70487293,/1/11455/11457/11460/17097/23116/23156/27636
KAISAG 8 1/2 06/30/22,,,,"5,403.41","-3,285.11","-3,514.01","-446,900.94","-11,546,624.44",,KAISA GROUP HOLDINGS LTD,"14,000.00","11,546,624.44",,,,,1.00,1.00,,,"14,000,000.00",0.00,,10.00,Bonds,KAISAG 8 1/2 06/30/22,,,,,,,,,,,"198,166.00",ACTHG003,BOND,USD,"14,000,000.00",79.74,,69499991,/1/11455/11457/11460/17097/23116/23156/27637
XIN 8 7/8 11/22/20,,,,"2,207.27",-779.15,-837.77,"-110,830.91","-4,539,768.75",,XINYUAN REAL ESTATE,"5,000.00","4,539,768.75",,,,,1.00,1.00,,,"5,000,000.00",0.00,,10.00,Bonds,XIN 8 7/8 11/22/20,,,,,,,,,,,"201,061.00",ACTHG003,BOND,USD,"5,000,000.00",87.02,,69789418,/1/11455/11457/11460/17097/23116/23156/27637
CHGRAU 5 5/8 PERP,,,,989.78,"-10,792.82","-10,974.67","-352,623.28","-8,184,352.50",,BAOXIN AUTO FINANCE I LT,"9,000.00","8,184,352.50",,,,,1.00,1.00,,,"9,000,000.00",0.00,,10.00,Bonds,CHGRAU 5 5/8 PERP,,,,,,,,,,,"201,062.00",ACTHG003,BOND,USD,"9,000,000.00",88.22,,69733916,/1/11455/11457/11460/17097/23116/23156/27637
XIN 7 3/4 02/28/21,,,,"4,251.47","-1,655.29","-1,782.69","-246,886.31","-8,364,858.33",,XINYUAN REAL ESTATE,"10,000.00","8,364,858.33",,,,,1.00,1.00,,,"10,000,000.00",0.00,,10.00,Bonds,XIN 7 3/4 02/28/21,,,,,,,,,,,"209,463.00",ACTHG003,BOND,USD,"10,000,000.00",82.42,,69348451,/1/11455/11457/11460/17097/23116/23156/27637
GATSP 8 1/2 01/12/23,,,,"7,671.98","-10,820.30","-11,196.54","-715,476.91","-32,143,111.82",,GLOBAL A&T ELECTRONICS,"32,504.87","32,143,111.82",,,,,1.00,1.00,,,"32,504,873.00",0.00,,10.00,Bonds,GATSP 8 1/2 01/12/23,,,,,,,,,,,"210,921.00",ACTHG003,BOND,USD,"32,504,873.00",96.22,,69918952,/1/11455/11457/11460/17097/23116/23156/27637
FTHDGR 8 3/8 03/08/21,,,,"18,126.81","-6,535.75","-7,074.53","-1,057,377.17","-33,131,161.11",,FANTASIA HOLDINGS GROUP,"40,000.00","33,131,161.11",,,,,1.00,1.00,,,"40,000,000.00",0.00,,10.00,Bonds,FTHDGR 8 3/8 03/08/21,,,,,,,,,,,"219,396.00",ACTHG003,BOND,USD,"40,000,000.00",81.73,,70037826,/1/11455/11457/11460/17097/23116/23156/27637
CGGFP Float 02/21/24,,,,"31,564.73","-1,741.41","-23,289.33","-2,204,257.46","-52,180,259.06",,CGG SA,"43,974.99","52,180,259.06",,2.44,,,1.00,1.00,,,"43,974,994.00",0.00,,10.00,Bonds,CGGFP Float 02/21/24,,,,,,,,,,,"221,292.00",ACTHG003,BOND,USD,"43,974,994.00",117.62,USD,70060861,/1/11455/11457/11460/17097/23116/23156/27638
PKD 7 1/2 08/01/20,,,,"5,379.94","-2,159.34","-2,286.95","-240,504.66","-13,831,250.00",,PARKER DRILLING CO,"15,000.00","13,831,250.00",,,,,1.00,1.00,,,"15,000,000.00",0.00,,10.00,Bonds,PKD 7 1/2 08/01/20,,,,,,,,,,,"234,078.00",ACTHG003,BOND,USD,"15,000,000.00",90.50,,70166603,/1/11455/11457/11460/17097/23116/23156/27638
GENLLN 10 12/22/2022,,,,"2,417.40","-3,682.34","-3,799.69","-219,927.62","-11,165,569.86",,GENEL ENERGY FINANCE PLC,53.34,"11,165,569.86",,,,,1.00,1.00,,,"10,668,563.00",0.00,,"2,000.00",Bonds,GENLLN 10 12/22/2022,,,,,,,,,,,"204,865.00",ACTHG003,BOND,USD,"10,668,563.00",103.80,,69840882,/1/11455/11457/11460/17097/23116/23156/27639
ESV 5 3/4 10/01/44,,,,"2,023.38","-12,829.67","-13,144.82","-630,395.06","-11,252,458.33",,ENSCO PLC,"15,000.00","11,252,458.33",,,,,1.00,1.00,,,"15,000,000.00",0.00,,10.00,Bonds,ESV 5 3/4 10/01/44,,,,,,,,,,,"212,655.00",ACTHG003,BOND,USD,"15,000,000.00",74.67,,69940894,/1/11455/11457/11460/17097/23116/23156/27639
SHLFDI 8 1/4 02/15/25,,,,266.65,-747.84,-767.23,"-35,041.00","-1,556,237.50",,SHELF DRILL HOLD LTD,"1,500.00","1,556,237.50",,,,,1.00,1.00,,,"1,500,000.00",0.00,,10.00,Bonds,SHLFDI 8 1/4 02/15/25,,,,,,,,,,,"214,325.00",ACTHG003,BOND,USD,"1,500,000.00",102.15,,69963017,/1/11455/11457/11460/17097/23116/23156/27639
SHLFDI 8 1/4 02/15/25,,,,"2,206.47","-6,185.86","-6,339.34","-289,949.91","-12,859,213.33",,SHELF DRILL HOLD LTD,"12,400.00","12,859,213.33",,,,,1.00,1.00,,,"12,400,000.00",0.00,,10.00,Bonds,SHLFDI 8 1/4 02/15/25,,,,,,,,,,,"218,481.00",ACTHG003,BOND,USD,"12,400,000.00",102.15,,70022470,/1/11455/11457/11460/17097/23116/23156/27639
NMXCN 11 1/4 05/30/23,,,,"2,664.79","-3,609.76","-3,783.11","-255,845.71","-10,558,795.50",,NEMASKA LITHIUM INC,99.00,"10,558,795.50",,,,,1.00,1.00,,,"9,900,000.00",0.00,,"1,000.00",Bonds,NMXCN 11 1/4 05/30/23,,,,,,,,,,,"234,084.00",ACTHG003,BOND,USD,"9,900,000.00",104.59,,70195459,/1/11455/11457/11460/17097/23116/23156/27639
DNONO 8 3/4 05/31/23,,,,"3,688.33","-7,311.62","-7,555.96","-374,030.98","-19,879,278.26",,DNO ASA,192.00,"19,879,278.26",,,,,1.00,1.00,,,"19,200,000.00",0.00,,"1,000.00",Bonds,DNONO 8 3/4 05/31/23,,,,,,,,,,,"235,882.00",ACTHG003,BOND,USD,"19,200,000.00",102.09,,70220383,/1/11455/11457/11460/17097/23116/23156/27639
FLOAT 9 04/11/24,,,,"2,566.70","-5,106.96","-5,286.53","-299,769.61","-12,097,653.63",,FLOATEL INTERNATIONAL LT,120.00,"12,097,653.63",,,,,1.00,1.00,,,"12,000,000.00",0.00,,"1,000.00",Bonds,FLOAT 9 04/11/24,,,,,,,,,,,"272,954.00",ACTHG003,BOND,USD,"12,000,000.00",100.34,,70614462,/1/11455/11457/11460/17097/23116/23156/27639
UETMF 8 1/2 08/24/20,,,,0.00,0.00,0.00,,,,UNIVERSAL ENTERTAINMENT,0.00,0.00,,,,,1.00,1.00,,,0.00,0.00,,0.01,Bonds,UETMF 8 1/2 08/24/20,,,,,,,,,,,"202,198.00",ACTHG003,BOND,USD,0.00,102.31,,69805531,/1/11455/11457/11460/17097/23116/23156/25778
SANLTD 5.4 08/08/28,,,,"4,140.12","-32,822.37","-33,295.10","-824,207.28","-44,355,015.00",,SANDS CHINA LTD,"45,000.00","44,355,015.00",,,,,1.00,1.00,,,"45,000,000.00",0.00,,10.00,Bonds,SANLTD 5.4 08/08/28,,,,,,,,,,,"257,941.00",ACTHG003,BOND,USD,"45,000,000.00",97.43,,70437965,/1/11455/11457/11460/17097/23116/28415
US 10yr Ultra Fut Dec 18,,,,"2,803.31","36,458.26",,,,,US TREASURY N/B,-314.00,"1,096,609.38",,,,,1.00,1.00,,,0.00,0.00,,"1,000.00",Interest Rate Futures,US 10yr Ultra Fut Dec 18,,,,,,,,,,TNZ8,"261,374.00",ACTHG003,LFIR,USD,"-2,292,200,000.00",124.56,,70485475,/1/11455/11457/11460/17097/23116/28415
Playtech 0.5% 2019,"563,394.76","38,188.91","10,355.73",661.49,"-1,334.76","-1,326.36","-37,138.14","-13,084,239.05",,PLAYTECH PLC,115.00,"13,080,150.63",757.67,,0.01,"704,060.10",1.15,0.87,0.01,,"11,500,000.00",0.00,,"1,000.00",Convertibles and Indexed,Playtech 0.5% 2019,,0.08,1.44,"63,121.10","811,034.95","704,060.10",,"8,989.82",,,"267,361.00",ACTHG003,CB,EUR,"11,500,000.00",98.40,,70560624,/1/11455/11457/11460/17097/29195/29236
BOPRLN 4 3/8 07/15/21,,,,"1,767.12","-1,249.34","-1,312.96","-121,434.00","-5,087,080.34",,BOPARAN FINANCE PLC,"4,950.00","5,085,490.79",,,,,1.15,0.87,,,"4,950,000.00",0.00,,10.00,Bonds,BOPRLN 4 3/8 07/15/21,,,,,,,,,,,"271,153.00",ACTHG003,BOND,EUR,"4,950,000.00",88.37,,70595573,/1/11455/11457/11460/17097/29195/29198
Boparan Finance PLC,,,,-385.71,-57.13,449.94,,"2,113,349.22",,Boparan Finance PLC,1.00,"191,191.02",,,,,1.15,0.87,,,0.00,"2,000,000.00",,"20,000.00",Credit Default Swaps,Boparan Finance PLC,,,,,,,,,,,"271,155.00",ACTHG003,CDS,EUR,"2,000,000.00",8.72,,70595569,/1/11455/11457/11460/17097/29195/29198
Boparan Finance PLC,,,,-482.14,-71.41,562.42,,"2,641,686.53",,Boparan Finance PLC,1.00,"238,988.77",,,,,1.15,0.87,,,0.00,"2,500,000.00",,"25,000.00",Credit Default Swaps,Boparan Finance PLC,,,,,,,,,,,"271,550.00",ACTHG003,CDS,EUR,"2,500,000.00",8.72,,70598287,/1/11455/11457/11460/17097/29195/29198
Mediobanca Banca di Credito,,,,187.18,117.63,"-1,509.45",,"-5,437,653.25",,Mediobanca Banca di Credito,-1.00,"-323,745.56",,,,,1.15,0.87,,,0.00,"-5,000,000.00",,"50,000.00",Credit Default Swaps,Mediobanca Banca di Credito,,,,,,,,,,,"273,923.00",ACTHG003,CDS,EUR,"-5,000,000.00",5.57,,70629473,/1/11455/11457/11460/17097/29195/29198
IPFLN 5 3/4 04/07/21,,,,"4,879.74","-3,550.85","-3,711.99","-298,352.56","-16,117,589.65",,INTL PERSONAL FINANCE PL,"14,300.00","16,112,553.40",,,,,1.15,0.87,,,"14,300,000.00",0.00,,10.00,Bonds,IPFLN 5 3/4 04/07/21,,,,,,,,,,,"269,523.00",ACTHG003,BOND,EUR,"14,300,000.00",94.68,,70579391,/1/11455/11457/11460/17097/29195/29197
DOUGR 8 3/4 07/15/23,,,,"4,078.11","-1,731.49","-1,919.85","-404,001.33","-5,304,464.53",,KIRK BEAUTY ONE GMBH,"7,000.00","5,302,807.05",,,,,1.15,0.87,,,"7,000,000.00",0.00,,10.00,Bonds,DOUGR 8 3/4 07/15/23,,,,,,,,,,,"272,552.00",ACTHG003,BOND,EUR,"7,000,000.00",63.38,,70610105,/1/11455/11457/11460/17097/29195/29197
TITIM 2 7/8 01/28/26,,,,-574.72,"3,640.34","3,695.17","98,937.50","5,624,467.06",,TELECOM ITALIA SPA,"-5,000.00","-5,622,709.59",,,,,1.15,0.87,,,"-5,000,000.00",0.00,,10.00,Bonds,TITIM 2 7/8 01/28/26,,,,,,,,,,,"275,487.00",ACTHG003,BOND,EUR,"-5,000,000.00",96.70,,70649031,/1/11455/11457/11460/17097/29195/29197
Porsche Automobil Holding SE,,,,,,,,,,,"17,700.00","1,158,114.34",,56.80,1.00,,1.15,0.87,,,0.00,0.00,,1.00,Shares,Porsche Automobil Holding SE,,,,,,,,,,PSHG_p.DE,"277,375.00",ACTHG003,EQ,EUR,,56.80,EUR,70668375,/1/11455/11457/11460/17097/29195/30056
Republic of Korea,,,,-211.97,193.57,"11,660.70",,"25,782,192.51",,REPUBLIC OF KOREA,1.00,"-782,192.51",,,,,1.00,1.00,,,0.00,"25,000,000.00",,"250,000.00",Credit Default Swaps,Republic of Korea,,,,,,,,,,,"199,197.00",ACTHG003,CDS,USD,"25,000,000.00",-3.05,,69773709,/1/11455/11457/11460/17097/22355/23255
Republic of Korea,,,,336.53,-247.94,"-11,662.31",,"-41,696,145.51",,REPUBLIC OF KOREA,-1.00,"1,196,145.51",,,,,1.00,1.00,,,0.00,"-40,500,000.00",,"405,000.00",Credit Default Swaps,Republic of Korea,,,,,,,,,,,"270,422.00",ACTHG003,CDS,USD,"-40,500,000.00",-2.87,,70588799,/1/11455/11457/11460/17097/22355/23255
EUR/USD,,,,213.95,,,,,,,"1,699,271.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,EUR/USD,,,,,,,,,,,"241,860.00",ACTHG003,FX,USD,,1.17,,67344950,/1/11455/11457/11460/17097/22355/22815
NMXCN 11 1/4 05/30/23,,,,"1,345.85","-1,823.11","-1,910.66","-129,215.01","-5,332,725.00",,NEMASKA LITHIUM INC,50.00,"5,332,725.00",,,,,1.00,1.00,,,"5,000,000.00",0.00,,"1,000.00",Bonds,NMXCN 11 1/4 05/30/23,,,,,,,,,,,"234,113.00",ACTHG003,BOND,USD,"5,000,000.00",104.59,,70195459,/1/11455/11457/11460/17097/22355/26477
KOREAN 5 7/8 03/06/21,,,,514.19,-856.46,-877.55,"-30,224.76","-3,968,586.11",,KOREAN AIR LINES CO LTD,"4,000.00","3,968,586.11",,,,,1.00,1.00,,,"4,000,000.00",0.00,,10.00,Bonds,KOREAN 5 7/8 03/06/21,,,,,,,,,,,"218,893.00",ACTHG003,BOND,USD,"4,000,000.00",98.42,,70027755,/1/11455/11457/11460/17097/22355/22479
WOORIB 5 1/8 08/06/28,,,,718.76,"-7,600.40","-7,687.51","-145,075.30","-10,086,555.28",,WOORI BANK,"10,000.00","10,086,555.28",,,,,1.00,1.00,,,"10,000,000.00",0.00,,10.00,Bonds,WOORIB 5 1/8 08/06/28,,,,,,,,,,,"258,494.00",ACTHG003,BOND,USD,"10,000,000.00",99.74,,70422315,/1/11455/11457/11460/17097/22355/22479
US 10yr Ultra Fut Dec 18,,,,642.80,"8,359.86",,,,,US TREASURY N/B,-72.00,"264,762.55",,,,,1.00,1.00,,,0.00,0.00,,"1,000.00",Interest Rate Futures,US 10yr Ultra Fut Dec 18,,,,,,,,,,TNZ8,"261,382.00",ACTHG003,LFIR,USD,"-525,600,000.00",124.56,,70485475,/1/11455/11457/11460/17097/22355/22479
Brompton Loan,,,,"4,215.01","-7,740.18","-7,912.45","-306,410.93","-28,864,709.07",,BROMPTON,"40,244.86","28,863,322.60",,,,,0.71,1.40,,,"40,244,860.81",0.00,,10.00,Bonds,Brompton Loan,,,,,,,,,,,"214,447.00",ACTHG003,LOAN,AUD,"40,244,860.81",100.00,,69959195,/1/11455/11457/11460/17097/22355/24775
NM 11 1/4 08/15/22,,,,"10,352.93","-6,838.25","-7,263.44","-858,797.02","-23,746,580.00",,NAVIOS MARITIME HLDS/FIN,"26,000.00","23,746,580.00",,,,,1.00,1.00,,,"26,000,000.00",0.00,,10.00,Bonds,NM 11 1/4 08/15/22,,,,,,,,,,,"225,495.00",ACTHG003,BOND,USD,"26,000,000.00",89.21,,70102970,/1/11455/11457/11460/17097/22355/25775
NM 11 1/4 08/15/22,,,,796.38,-526.02,-558.73,"-66,061.31","-1,826,660.00",,NAVIOS MARITIME HLDS/FIN,"2,000.00","1,826,660.00",,,,,1.00,1.00,,,"2,000,000.00",0.00,,10.00,Bonds,NM 11 1/4 08/15/22,,,,,,,,,,,"235,025.00",ACTHG003,BOND,USD,"2,000,000.00",89.21,,70207096,/1/11455/11457/11460/17097/22355/25775
NNA 8 1/8 11/15/21,,,,"2,917.07","-1,740.83","-1,844.57","-205,887.47","-7,076,557.78",,NAVIOS MARITIME ACQ CORP,"8,000.00","7,076,557.78",,,,,1.00,1.00,,,"8,000,000.00",0.00,,10.00,Bonds,NNA 8 1/8 11/15/21,,,,,,,,,,,"239,685.00",ACTHG003,BOND,USD,"8,000,000.00",84.89,,70269032,/1/11455/11457/11460/17097/22355/25775
PKD 7 1/2 08/01/20,,,,"6,048.84","-2,427.81","-2,571.29","-270,407.41","-15,550,935.42",,PARKER DRILLING CO,"16,865.00","15,550,935.42",,,,,1.00,1.00,,,"16,865,000.00",0.00,,10.00,Bonds,PKD 7 1/2 08/01/20,,,,,,,,,,,"231,575.00",ACTHG003,BOND,USD,"16,865,000.00",90.50,,70166603,/1/11455/11457/11460/17097/22355/22595
SHLFDI 8 1/4 02/15/25,,,,"1,779.41","-4,988.59","-5,112.37","-233,830.58","-10,370,333.33",,SHELF DRILL HOLD LTD,"10,000.00","10,370,333.33",,,,,1.00,1.00,,,"10,000,000.00",0.00,,10.00,Bonds,SHLFDI 8 1/4 02/15/25,,,,,,,,,,,"240,638.00",ACTHG003,BOND,USD,"10,000,000.00",102.15,,70022470,/1/11455/11457/11460/17097/22355/22595
CRK 9 3/4 08/15/26,,,,"2,152.85","-4,741.76","-4,901.69","-314,894.35","-8,972,702.08",,COMSTOCK ESCROW CORP,"8,750.00","8,972,702.08",,,,,1.00,1.00,,,"8,750,000.00",0.00,,10.00,Bonds,CRK 9 3/4 08/15/26,,,,,,,,,,,"255,681.00",ACTHG003,BOND,USD,"8,750,000.00",100.38,,70443669,/1/11455/11457/11460/17097/22355/22595
SN 7 3/4 06/15/21,,,,"1,111.53",-288.56,-321.33,"-70,303.68","-1,410,031.11",,SANCHEZ ENERGY CORP,"2,000.00","1,410,031.11",,,,,1.00,1.00,,,"2,000,000.00",0.00,,10.00,Bonds,SN 7 3/4 06/15/21,,,,,,,,,,,"257,874.00",ACTHG003,BOND,USD,"2,000,000.00",67.75,,70456093,/1/11455/11457/11460/17097/22355/22595
CRK 9 3/4 08/15/26,,,,307.55,-677.39,-700.24,"-44,984.91","-1,281,814.58",,COMSTOCK ESCROW CORP,"1,250.00","1,281,814.58",,,,,1.00,1.00,,,"1,250,000.00",0.00,,10.00,Bonds,CRK 9 3/4 08/15/26,,,,,,,,,,,"260,491.00",ACTHG003,BOND,USD,"1,250,000.00",100.38,,70480425,/1/11455/11457/11460/17097/22355/22595
VRI 9 3/4 04/15/23,,,,"6,414.54","-8,751.86","-9,078.72","-630,420.29","-24,764,416.67",,VINE OIL & GAS LP / FIN,"25,000.00","24,764,416.67",,,,,1.00,1.00,,,"25,000,000.00",0.00,,10.00,Bonds,VRI 9 3/4 04/15/23,,,,,,,,,,,"272,806.00",ACTHG003,BOND,USD,"25,000,000.00",98.52,,70612350,/1/11455/11457/11460/17097/22355/22595
DNR 6 3/8 08/15/21,,,,639.98,"-1,264.80","-1,291.37","-43,612.04","-5,036,758.33",,DENBURY RESOURCES INC,"5,000.00","5,036,758.33",,,,,1.00,1.00,,,"5,000,000.00",0.00,,10.00,Bonds,DNR 6 3/8 08/15/21,,,,,,,,,,,"203,856.00",ACTHG003,BOND,USD,"5,000,000.00",99.53,,69827812,/1/11455/11457/11460/17097/22355/22595/24315
DNR 9 1/4 03/31/22,,,,"5,154.40","-11,045.90","-11,284.88","-409,538.14","-37,773,215.28",,DENBURY RESOURCES INC,"35,000.00","37,773,215.28",,,,,1.00,1.00,,,"35,000,000.00",0.00,,10.00,Bonds,DNR 9 1/4 03/31/22,,,,,,,,,,,"208,253.00",ACTHG003,BOND,USD,"35,000,000.00",107.33,,69885943,/1/11455/11457/11460/17097/22355/22595/24315
DNR 5 1/2 05/01/22,,,,497.62,-869.79,-892.77,"-41,308.05","-2,867,168.33",,DENBURY RESOURCES INC,"3,000.00","2,867,168.33",,,,,1.00,1.00,,,"3,000,000.00",0.00,,10.00,Bonds,DNR 5 1/2 05/01/22,,,,,,,,,,,"234,412.00",ACTHG003,BOND,USD,"3,000,000.00",92.94,,70198381,/1/11455/11457/11460/17097/22355/22595/24315
MIOAU 8 3/4 11/25/18,,,,"176,096.33",3.38,-32.30,"-84,996,339.97","-3,150,000.00",,MICLYN EXPRESS OFFSHORE,"14,000.00","3,150,000.00",,,,,1.00,1.00,,,"14,000,000.00",0.00,,10.00,Bonds,MIOAU 8 3/4 11/25/18,,,,,,,,,,,"161,199.00",ACTHG003,BOND,USD,"14,000,000.00",22.50,,69163412,/1/11455/11457/11460/17097/18296/18318
USD/JPY,,,,-24.72,,,,,,,"248,089.82",,,,1.00,,0.01,112.55,,,0.00,0.00,,1.00,Forex,USD/JPY,,,,,,,,,,,"207,422.00",ACTHG003,FX,JPY,,105.15,,67355002,/1/11455/11457/11460/17097/18296/18575
HKD 1.561 spot - 1y,,,,10.03,-3.18,,,,,,"-696,000,000.00","124,828.86",,,,,0.13,7.84,,,0.00,"-696,000,000.00",,0.01,Interest Rate Swaps,HKD 1.561 spot - 1y,,,,,,,,,,,"211,260.00",ACTHG003,IRS,HKD,"-696,000,000.00",-0.14,,69923492,/1/11455/11457/11460/17097/24500
UPC Holding BV,,,,216.20,-389.71,"-3,997.27",,"-25,879,233.98",,UPC Hldg BV,-1.00,"2,832,348.68",,,,,1.15,0.87,,,0.00,"-20,000,000.00",,"200,000.00",Credit Default Swaps,UPC Holding BV,,,,,,,,,,,"156,529.00",ACTHG003,CDS,EUR,"-20,000,000.00",-11.89,,69117903,/1/11455/11457/11460/17097/17395
UPC Holding BV,,,,-353.72,58.80,"1,562.63",,"39,411,132.33",,UPC Hldg BV,1.00,"-1,384,799.49",,,,,1.15,0.87,,,0.00,"33,000,000.00",,"330,000.00",Credit Default Swaps,UPC Holding BV,,,,,,,,,,,"156,530.00",ACTHG003,CDS,EUR,"33,000,000.00",-3.24,,69118118,/1/11455/11457/11460/17097/17395
ArcelorMittal,,,,-606.74,88.68,"2,366.23",,"59,701,808.53",,ArcelorMittal,1.00,"-2,086,156.47",,,,,1.15,0.87,,,0.00,"50,000,000.00",,"500,000.00",Credit Default Swaps,ArcelorMittal,,,,,,,,,,,"156,531.00",ACTHG003,CDS,EUR,"50,000,000.00",-3.22,,69118124,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,-559.82,85.27,"2,272.03",,"57,317,584.82",,Anglo Amern plc,1.00,"-2,006,557.64",,,,,1.15,0.87,,,0.00,"48,000,000.00",,"480,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"156,533.00",ACTHG003,CDS,EUR,"48,000,000.00",-3.23,,69118120,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,-307.20,27.72,754.97,,"19,085,352.86",,Ardagh Packaging Finance PLC,1.00,"-648,350.21",,,,,1.15,0.87,,,0.00,"16,000,000.00",,"160,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"156,584.00",ACTHG003,CDS,EUR,"16,000,000.00",-3.11,,69118516,/1/11455/11457/11460/17097/17395
Ardagh Packaging Finance PLC,,,,202.86,-168.99,"-1,953.34",,"-12,793,416.32",,Ardagh Packaging Finance PLC,-1.00,"1,270,019.36",,,,,1.15,0.87,,,0.00,"-10,000,000.00",,"100,000.00",Credit Default Swaps,Ardagh Packaging Finance PLC,,,,,,,,,,,"156,585.00",ACTHG003,CDS,EUR,"-10,000,000.00",-10.62,,69118515,/1/11455/11457/11460/17097/17395
Repsol SA,,,,-157.62,45.44,"3,498.25",,"35,074,941.10",,REPSOL SA,1.00,"-505,783.01",,,,,1.15,0.87,,,0.00,"30,000,000.00",,"300,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"157,280.00",ACTHG003,CDS,EUR,"30,000,000.00",-1.38,,69126552,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,-373.21,56.85,"1,514.68",,"38,211,723.22",,Anglo Amern plc,1.00,"-1,337,705.09",,,,,1.15,0.87,,,0.00,"32,000,000.00",,"320,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"157,284.00",ACTHG003,CDS,EUR,"32,000,000.00",-3.23,,69126665,/1/11455/11457/11460/17097/17395
Repsol SA,,,,78.14,-45.63,"-2,796.00",,"-17,634,796.83",,REPSOL SA,-1.00,"350,187.37",,,,,1.15,0.87,,,0.00,"-15,000,000.00",,"150,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"157,434.00",ACTHG003,CDS,EUR,"-15,000,000.00",-1.94,,69126953,/1/11455/11457/11460/17097/17395
Repsol SA,,,,-94.57,27.27,"2,098.95",,"21,044,964.66",,REPSOL SA,1.00,"-303,469.80",,,,,1.15,0.87,,,0.00,"18,000,000.00",,"180,000.00",Credit Default Swaps,Repsol SA,,,,,,,,,,,"157,435.00",ACTHG003,CDS,EUR,"18,000,000.00",-1.38,,69126954,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,357.79,-773.70,"-7,161.10",,"-39,411,664.24",,Anglo Amern plc,-0.60,"4,841,151.06",,,,,1.15,0.87,,,0.00,"-30,000,000.00",,"500,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"157,675.00",ACTHG003,CDS,EUR,"-30,000,000.00",-13.60,,69127846,/1/11455/11457/11460/17097/17395
Anglo American PLC,,,,-524.83,79.94,"2,130.03",,"53,735,235.77",,Anglo Amern plc,0.53,"-1,881,147.79",,,,,1.15,0.87,,,0.00,"45,000,000.00",,"850,000.00",Credit Default Swaps,Anglo American PLC,,,,,,,,,,,"157,676.00",ACTHG003,CDS,EUR,"45,000,000.00",-3.23,,69127872,/1/11455/11457/11460/17097/17395
